ID,Q1: 您的生理性別 Gender,Q2: 你的出生西元年 your birth year,Q3: 您的星座 constellation    ,Q4: 您是哪個學院的 which college you come from,Q7: 您的性格傾向（依照您自己的觀察判斷）Personality   and  personal characters ,Q8: 您的課外活動/社團活動參與 involvement in after-class extracurricular activities,Q9: 您的學業表現 (過去以來的狀況) your academic performance level in general,Q10: 您的居住狀態 where do you live?,你主要使用的手機廠牌 Brand of your major cellurla phone,這隻手機使用多久How long you have this phone?,手機上網流量 internet connection type,Data,A: 關於手機的一些資訊 some information about cellalur phone usage [S1. FB的朋友數 number of friends you have at FB],A: 關於手機的一些資訊 some information about cellalur phone usage [S2. LINE的好友數 number of friends you have at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S3. LINE的群組數 number of groups you are in at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S4. IG的粉絲數 number of followers at IG],A: 關於手機的一些資訊 some information about cellalur phone usage [S5. IG的追蹤中人數 number of following at IG],B: 手機使用行為 Cellular phone usage [B1. 每天用手機玩手機遊戲的時間大約幾分鐘 time (minutes) of playing game on the phone per day ],Time,B: 手機使用行為 Cellular phone usage [B2. 每天用手機看影片追劇的時間大約幾分鐘 time (minutes) of watching vedio/film/drama on the phone per day ],B: 手機使用行為 Cellular phone usage [B3: 每天用手機瀏覽新聞的時間大約幾分鐘 time (minutes) of reading news on the phone per day ],B: 手機使用行為 Cellular phone usage [B4. 一週用手機叫餐買食物飲料的次數 number of ordering food/drinks per week in average],B: 手機使用行為 Cellular phone usage [B5. 一週用手機叫車搭車的次數 number of calling taxi per week in average],B: 手機使用行為 Cellular phone usage [B6: 手機剩下%多少電力時會感到焦慮(請填0-100的數值) how many % of power left may feel nervous],"C: 手機使用習慣 tendency of using phone [C1. 我曾因長時間玩手機遊戲而眼睛酸澀、肌肉痠痛，或有其他身體不適 I have often experienced dry/sore eyes, muscle aches, or other physical discomforts from playing mobile games for a long duration.a]","C: 手機使用習慣 tendency of using phone [C2. 我常常原本沒有打算玩手機遊戲，卻會忍不住拿起手機來玩一下（滑一下） I often do not plan on playing mobile games, but cannot resist picking up my phone to play (swipe).]",C: 手機使用習慣 tendency of using phone [C3. 在過去3個月裡，我感覺需要更常玩手機遊戲，或玩更久的時間才覺得我玩夠了 I find that I am spending more time playing mobile games],"C: 手機使用習慣 tendency of using phone [C4. 如果不能玩手機遊戲，我會覺得靜不下心，感到很煩躁 If I cannot play a mobile game, I feel restless and irritable.]",總時間
533,女,2003,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,533,200多,89,38,300多,300多,10,FALSE,60,10,0,0,25,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,299.58
534,女,2003,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,534,259,170,58,263,286,0,FALSE,60,30,2,0,30,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,256.83
535,女,2003,8. 處女座(8/23-9/22) Virgo,教育學院College of Education,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,535,238,121,82,209,236,457,535,0,10,0,0,70,3符合 agree,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,162
536,女,2003,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,歐寶OPPO,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,536,179,62,43,55,88,300,536,80,10,0,0,20,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,433.11
537,女,2003,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,3. 積極參與 highly involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,537,200多,200多,50多,200多,300多,120,FALSE,0,0,0,0,40,3符合 agree,3符合 agree,1極不符合 extremely disagree,2不符合 disagree,291.39
538,女,2003,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L5: 租房子 rent a house/room out of school,三星SAMSUNG,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,538,150,100,33,42,91,30,FALSE,60,10,1,0,20,3符合 agree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,118.39
539,女,2003,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,歐寶OPPO,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,FALSE,600,120,6,361,340,120,FALSE,30,0,0,1,20,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,209.7
540,男,2003,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,540,241,84,51,256,309,80,FALSE,30,0,3,2,50,3符合 agree,3符合 agree,3符合 agree,3符合 agree,112.47
541,女,2003,8. 處女座(8/23-9/22) Virgo,其它,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,3. 預付卡或臨時卡 Prepaid SIM card,FALSE,800,627,88,852,829,120,FALSE,0,15,5,5,50,3符合 agree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,322
542,女,2003,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,542,100,545,74,1367,1037,60,FALSE,180,20,4,3,1,3符合 agree,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,489.49
543,女,2003,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,3. 預付卡或臨時卡 Prepaid SIM card,FALSE,20,568,134,3805,1167,20,FALSE,120,2,24,24,20,3符合 agree,4非常符合 extremely agree,4非常符合 extremely agree,4非常符合 extremely agree,263.87
544,女,2003,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,歐寶OPPO,2. 半年以上未滿一年  > .5 year less than 1 year,2. 有限制不是吃到飽 limited data,FALSE,145,180,98,261,303,0,FALSE,180,5,0,0,30,4非常符合 extremely agree,4非常符合 extremely agree,2不符合 disagree,2不符合 disagree,191.14
545,女,2004,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,545,不確定,80,15,310,700,240,545,60,10,3,6,38,1極不符合 extremely disagree,2不符合 disagree,3符合 agree,4非常符合 extremely agree,300.65
546,男,2004,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,546,135,0,0,76,105,30,FALSE,0,10,0,0,30,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,203.19
547,女,2005,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L2: 住在自己家裡(沒有與父母住在一起) live in home without parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,547,258,116,41,675,276,360,547,120,120,5,10,20,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,270.31
548,男,1972,9. 天秤座(9/23-10/23) Libra,國際與僑教學院College of International Studies and Social Sciences,5. 難以捉摸 Hart to say and unstable,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L5: 租房子 rent a house/room out of school,華為HUAWEI,6. 四年以上上未滿五年 > 4 years less than 5 years,4. 只用WIFI不能用SIM卡上網,FALSE,20,20,20,20,20,20,FALSE,20,2,2,2,2,1極不符合 extremely disagree,1極不符合 extremely disagree,3符合 agree,2不符合 disagree,102.97
549,女,1992,9. 天秤座(9/23-10/23) Libra,教育學院College of Education,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,549,156,171,13,20,55,0,FALSE,270,20,0,0,34,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,382.83
550,女,1993,9. 天秤座(9/23-10/23) Libra,管理學院College of Management,5. 難以捉摸 Hart to say and unstable,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,550,211,374,45,104,68,0,FALSE,0,20,2,1,50,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,600.64
551,男,1995,9. 天秤座(9/23-10/23) Libra,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,7. 五年以上 > 5 years and more,1. 吃到飽沒上限 unlimited data,551,2000,0,0,500,500,0,FALSE,15,15,60,0,1,2不符合 disagree,4非常符合 extremely agree,2不符合 disagree,3符合 agree,300.7
552,女,1995,9. 天秤座(9/23-10/23) Libra,文學院College of Liberal Arts,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,552,700,250,50,400,500,30,FALSE,0,0,0,0,35,2不符合 disagree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,311.03
553,男,1996,9. 天秤座(9/23-10/23) Libra,其它,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,realme,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,553,941,295,15,446,2420,0,FALSE,50,20,0,0,15,3符合 agree,4非常符合 extremely agree,2不符合 disagree,1極不符合 extremely disagree,380.08
554,女,1996,9. 天秤座(9/23-10/23) Libra,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L3: 住在親戚/朋友家裡 live in relative/friend's house,小米MI,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,FALSE,6,900,100,600,800,0,FALSE,2,1,0,0,10,3符合 agree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,429.39
555,女,1997,9. 天秤座(9/23-10/23) Libra,教育學院College of Education,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,555,495,415,103,504,645,0,FALSE,2,0,0,0,10,4非常符合 extremely agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,655.15
556,男,1998,9. 天秤座(9/23-10/23) Libra,科技學院College of Technology and Engineering,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,其它,FALSE,811,514,72,309,363,240,556,60,30,0,0,30,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,292.89
557,男,1999,9. 天秤座(9/23-10/23) Libra,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,557,2350,515,52,400,400,100,FALSE,100,100,0,0,40,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,157.15
558,女,1999,9. 天秤座(9/23-10/23) Libra,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,558,286,222,59,266,587,60,FALSE,120,5,0,0,50,4非常符合 extremely agree,3符合 agree,2不符合 disagree,2不符合 disagree,364.64
559,男,1999,9. 天秤座(9/23-10/23) Libra,理學院College of Science,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,559,257,193,126,107,147,60,FALSE,120,75,1,0,5,4非常符合 extremely agree,4非常符合 extremely agree,3符合 agree,3符合 agree,303.59
560,男,1999,9. 天秤座(9/23-10/23) Libra,藝術學院College of Arts,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L3: 住在親戚/朋友家裡 live in relative/friend's house,宏電HTC,5. 三年以上未滿四年 > 3 years less than 4 years,3. 預付卡或臨時卡 Prepaid SIM card,FALSE,98,55,50,35,59,80,FALSE,80,83,3,5,20,3符合 agree,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,348.4
561,女,1999,9. 天秤座(9/23-10/23) Libra,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L3: 住在親戚/朋友家裡 live in relative/friend's house,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,561,650,250,30,177,470,120,FALSE,60,20,2,0,30,4非常符合 extremely agree,4非常符合 extremely agree,3符合 agree,4非常符合 extremely agree,195.44
562,女,2000,9. 天秤座(9/23-10/23) Libra,教育學院College of Education,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,562,1615,526,188,702,690,0,FALSE,60,10,0,0,20,3符合 agree,4非常符合 extremely agree,1極不符合 extremely disagree,1極不符合 extremely disagree,202.91
563,男,2000,9. 天秤座(9/23-10/23) Libra,理學院College of Science,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,華碩ASUS,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,563,551,286,94,440,481,30,FALSE,30,30,3,0,15,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,170.2
564,女,2000,9. 天秤座(9/23-10/23) Libra,教育學院College of Education,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,564,432,331,99,282,376,30,FALSE,30,20,1,0,30,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,2不符合 disagree,804.5
565,男,2000,9. 天秤座(9/23-10/23) Libra,理學院College of Science,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,華碩ASUS,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,565,864,463,145,373,616,60,FALSE,60,30,0,0,40,3符合 agree,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,200.91
566,男,2000,9. 天秤座(9/23-10/23) Libra,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,566,443,318,172,540,747,780,566,200,30,0,0,40,4非常符合 extremely agree,4非常符合 extremely agree,2不符合 disagree,2不符合 disagree,141.06
567,男,2000,9. 天秤座(9/23-10/23) Libra,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,Google,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,567,348,369,141,299,495,240,567,0,30,2,0,0,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,224.67
568,女,2000,9. 天秤座(9/23-10/23) Libra,理學院College of Science,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,568,800,180,20,350,110,0,FALSE,20,15,3,0,30,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,260.17
569,男,2000,9. 天秤座(9/23-10/23) Libra,理學院College of Science,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,歐寶OPPO,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,569,300,160,52,139,143,60,FALSE,40,10,0,0,50,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,295.48
